<<<<<<< HEAD
Orig_COL	Previous_Name			IsMeanVar	IsStdevVar	ShorterVariableName		Units
Orig_COL	Previous_Name			IsMeanVar	IsStdevVar	ShorterVariableName		Units
--------	--------------------------	---------	----------	----------------------		-------
251 		tBodyGyroMag-arCoeff()3 	FALSE		FALSE 		tBodGyroMag_arCoeff3		rad/sec
252 		tBodyGyroMag-arCoeff()4 	FALSE		FALSE 		tBodGyroMag_arCoeff4		rad/sec
253 		tBodyGyroJerkMag-mean()  	TRUE		FALSE 		tBodGyroJrkMag_mean		rad/sec
254 		tBodyGyroJerkMag-std() 	 	FALSE 		TRUE 		tBodGyroJrkMag_std		rad/sec
255 		tBodyGyroJerkMag-mad() 	 	FALSE		FALSE 		tBodGyroJrkMag_mad		rad/sec
256 		tBodyGyroJerkMag-max() 	 	FALSE		FALSE 		tBodGyroJrkMag_max		rad/sec
257 		tBodyGyroJerkMag-min() 	 	FALSE		FALSE 		tBodGyroJrkMag_min		rad/sec
258 		tBodyGyroJerkMag-sma() 	 	FALSE		FALSE 		tBodGyroJrkMag_sma		rad/sec
259 		tBodyGyroJerkMag-energy() 	FALSE		FALSE 		tBodGyroJrkMag_ergy		rad/sec
260 		tBodyGyroJerkMag-iqr() 	 	FALSE		FALSE 		tBodGyroJrkMag_iqr		rad/sec
261 		tBodyGyroJerkMag-entropy() 	FALSE		FALSE 		tBodGyroJrkMag_entrpy		rad/sec
262 		tBodyGyroJerkMag-arCoeff()1 	FALSE		FALSE 		tBodGyroJrkMag_arCoeff1		rad/sec
263 		tBodyGyroJerkMag-arCoeff()2 	FALSE		FALSE 		tBodGyroJrkMag_arCoeff2		rad/sec
264 		tBodyGyroJerkMag-arCoeff()3 	FALSE		FALSE 		tBodGyroJrkMag_arCoeff3		rad/sec
265 		tBodyGyroJerkMag-arCoeff()4 	FALSE		FALSE 		tBodGyroJrkMag_arCoeff4		rad/sec
266 		fBodyAcc-mean()-X  		TRUE		FALSE 		fBodAc_mean_X			grvity (g)
267 		fBodyAcc-mean()-Y  		TRUE		FALSE 		fBodAc_mean_Y			grvity (g)
268 		fBodyAcc-mean()-Z  		TRUE		FALSE 		fBodAc_mean_Z			grvity (g)
269 		fBodyAcc-std()-X 	 	FALSE 		TRUE 		fBodAc_std_X			grvity (g)
270 		fBodyAcc-std()-Y 	 	FALSE 		TRUE 		fBodAc_std_Y			grvity (g)
271 		fBodyAcc-std()-Z 	 	FALSE 		TRUE 		fBodAc_std_Z			grvity (g)
272 		fBodyAcc-mad()-X 	 	FALSE		FALSE 		fBodAc_mad_X			grvity (g)
273 		fBodyAcc-mad()-Y 	 	FALSE		FALSE 		fBodAc_mad_Y			grvity (g)
274 		fBodyAcc-mad()-Z 	 	FALSE		FALSE 		fBodAc_mad_Z			grvity (g)
275 		fBodyAcc-max()-X 	 	FALSE		FALSE 		fBodAc_max_X			grvity (g)
276 		fBodyAcc-max()-Y 	 	FALSE		FALSE 		fBodAc_max_Y			grvity (g)
277 		fBodyAcc-max()-Z 	 	FALSE		FALSE 		fBodAc_max_Z			grvity (g)
278 		fBodyAcc-min()-X 	 	FALSE		FALSE 		fBodAc_min_X			grvity (g)
279 		fBodyAcc-min()-Y 	 	FALSE		FALSE 		fBodAc_min_Y			grvity (g)
280 		fBodyAcc-min()-Z 	 	FALSE		FALSE 		fBodAc_min_Z			grvity (g)
281 		fBodyAcc-sma() 	 		FALSE		FALSE 		fBodAc_sma			grvity (g)
282 		fBodyAcc-energy()-X 	 	FALSE		FALSE 		fBodAc_ergy_X			grvity (g)
283 		fBodyAcc-energy()-Y 	 	FALSE		FALSE 		fBodAc_ergy_Y			grvity (g)
284 		fBodyAcc-energy()-Z 	 	FALSE		FALSE 		fBodAc_ergy_Z			grvity (g)
285 		fBodyAcc-iqr()-X 	 	FALSE		FALSE 		fBodAc_iqr_X			grvity (g)
286 		fBodyAcc-iqr()-Y 	 	FALSE		FALSE 		fBodAc_iqr_Y			grvity (g)
287 		fBodyAcc-iqr()-Z 	 	FALSE		FALSE 		fBodAc_iqr_Z			grvity (g)
288 		fBodyAcc-entropy()-X 	 	FALSE		FALSE 		fBodAc_entrpy_X			grvity (g)
289 		fBodyAcc-entropy()-Y 	 	FALSE		FALSE 		fBodAc_entrpy_Y			grvity (g)
290 		fBodyAcc-entropy()-Z 	 	FALSE		FALSE 		fBodAc_entrpy_Z			grvity (g)
291 		fBodyAcc-maxInds-X 	 	FALSE		FALSE 		fBodAc_maxInds_X		grvity (g)
292 		fBodyAcc-maxInds-Y 	 	FALSE		FALSE 		fBodAc_maxInds_Y		grvity (g)
293 		fBodyAcc-maxInds-Z 	 	FALSE		FALSE 		fBodAc_maxInds_Z		grvity (g)
294 		fBodyAcc-meanFreq()-X  		TRUE		FALSE 		fBodAc_meanFreq_X		grvity (g)
295 		fBodyAcc-meanFreq()-Y  		TRUE		FALSE 		fBodAc_meanFreq_Y		grvity (g)
296 		fBodyAcc-meanFreq()-Z  		TRUE		FALSE 		fBodAc_meanFreq_Z		grvity (g)
297 		fBodyAcc-skewness()-X 	 	FALSE		FALSE 		fBodAc_skew_X			grvity (g)
298 		fBodyAcc-kurtosis()-X 	 	FALSE		FALSE 		fBodAc_kurt_X			grvity (g)
299 		fBodyAcc-skewness()-Y 	 	FALSE		FALSE 		fBodAc_skew_Y			grvity (g)
300 		fBodyAcc-kurtosis()-Y 	 	FALSE		FALSE 		fBodAc_kurt_Y			grvity (g)

Orig_COL	Previous_Name			IsMeanVar	IsStdevVar	ShorterVariableName		Units
--------	--------------------------	---------	----------	----------------------		-------
301 		fBodyAcc-skewness()-Z 	 	FALSE		FALSE 		fBodAc_skew_Z			grvity (g)
302 		fBodyAcc-kurtosis()-Z 	 	FALSE		FALSE 		fBodAc_kurt_Z			grvity (g)
303 		fBodyAcc-bandsEnergy()-1,8 	FALSE		FALSE 		fBodAc_bandsErgy_1.8		grvity (g)
304 		fBodyAcc-bandsEnergy()-9,16 	FALSE		FALSE 		fBodAc_bandsErgy_9.16		grvity (g)
305 		fBodyAcc-bandsEnergy()-17,24 	FALSE		FALSE 		fBodAc_bandsErgy_17.24		grvity (g)
306 		fBodyAcc-bandsEnergy()-25,32 	FALSE		FALSE 		fBodAc_bandsErgy_25.32		grvity (g)
307 		fBodyAcc-bandsEnergy()-33,40 	FALSE		FALSE 		fBodAc_bandsErgy_33.40		grvity (g)
308 		fBodyAcc-bandsEnergy()-41,48 	FALSE		FALSE 		fBodAc_bandsErgy_41.48		grvity (g)
309 		fBodyAcc-bandsEnergy()-49,56 	FALSE		FALSE 		fBodAc_bandsErgy_49.56		grvity (g)
310 		fBodyAcc-bandsEnergy()-57,64 	FALSE		FALSE 		fBodAc_bandsErgy_57.64		grvity (g)
311 		fBodyAcc-bandsEnergy()-1,16 	FALSE		FALSE 		fBodAc_bandsErgy_1.16		grvity (g)
312 		fBodyAcc-bandsEnergy()-17,32 	FALSE		FALSE 		fBodAc_bandsErgy_17.32		grvity (g)
313 		fBodyAcc-bandsEnergy()-33,48 	FALSE		FALSE 		fBodAc_bandsErgy_33.48		grvity (g)
314 		fBodyAcc-bandsEnergy()-49,64 	FALSE		FALSE 		fBodAc_bandsErgy_49.64		grvity (g)
315 		fBodyAcc-bandsEnergy()-1,24 	FALSE		FALSE 		fBodAc_bandsErgy_1.24		grvity (g)
316 		fBodyAcc-bandsEnergy()-25,48 	FALSE		FALSE 		fBodAc_bandsErgy_25.48		grvity (g)
317 		fBodyAcc-bandsEnergy()-1,8 	FALSE		FALSE 		fBodAc_bandsErgy_1.8		grvity (g)
318 		fBodyAcc-bandsEnergy()-9,16 	FALSE		FALSE 		fBodAc_bandsErgy_9.16		grvity (g)
319 		fBodyAcc-bandsEnergy()-17,24 	FALSE		FALSE 		fBodAc_bandsErgy_17.24		grvity (g)
320 		fBodyAcc-bandsEnergy()-25,32 	FALSE		FALSE 		fBodAc_bandsErgy_25.32		grvity (g)
321 		fBodyAcc-bandsEnergy()-33,40 	FALSE		FALSE 		fBodAc_bandsErgy_33.40		grvity (g)
322 		fBodyAcc-bandsEnergy()-41,48 	FALSE		FALSE 		fBodAc_bandsErgy_41.48		grvity (g)
323 		fBodyAcc-bandsEnergy()-49,56 	FALSE		FALSE 		fBodAc_bandsErgy_49.56		grvity (g)
324 		fBodyAcc-bandsEnergy()-57,64 	FALSE		FALSE 		fBodAc_bandsErgy_57.64		grvity (g)
325 		fBodyAcc-bandsEnergy()-1,16 	FALSE		FALSE 		fBodAc_bandsErgy_1.16		grvity (g)
326 		fBodyAcc-bandsEnergy()-17,32 	FALSE		FALSE 		fBodAc_bandsErgy_17.32		grvity (g)
327 		fBodyAcc-bandsEnergy()-33,48 	FALSE		FALSE 		fBodAc_bandsErgy_33.48		grvity (g)
328 		fBodyAcc-bandsEnergy()-49,64 	FALSE		FALSE 		fBodAc_bandsErgy_49.64		grvity (g)
329 		fBodyAcc-bandsEnergy()-1,24 	FALSE		FALSE 		fBodAc_bandsErgy_1.24		grvity (g)
330 		fBodyAcc-bandsEnergy()-25,48 	FALSE		FALSE 		fBodAc_bandsErgy_25.48		grvity (g)
331 		fBodyAcc-bandsEnergy()-1,8 	FALSE		FALSE 		fBodAc_bandsErgy_1.8		grvity (g)
332 		fBodyAcc-bandsEnergy()-9,16 	FALSE		FALSE 		fBodAc_bandsErgy_9.16		grvity (g)
333 		fBodyAcc-bandsEnergy()-17,24 	FALSE		FALSE 		fBodAc_bandsErgy_17.24		grvity (g)
334 		fBodyAcc-bandsEnergy()-25,32 	FALSE		FALSE 		fBodAc_bandsErgy_25.32		grvity (g)
335 		fBodyAcc-bandsEnergy()-33,40 	FALSE		FALSE 		fBodAc_bandsErgy_33.40		grvity (g)
336 		fBodyAcc-bandsEnergy()-41,48 	FALSE		FALSE 		fBodAc_bandsErgy_41.48		grvity (g)
337 		fBodyAcc-bandsEnergy()-49,56 	FALSE		FALSE 		fBodAc_bandsErgy_49.56		grvity (g)
338 		fBodyAcc-bandsEnergy()-57,64 	FALSE		FALSE 		fBodAc_bandsErgy_57.64		grvity (g)
339 		fBodyAcc-bandsEnergy()-1,16 	FALSE		FALSE 		fBodAc_bandsErgy_1.16		grvity (g)
340 		fBodyAcc-bandsEnergy()-17,32 	FALSE		FALSE 		fBodAc_bandsErgy_17.32		grvity (g)
341 		fBodyAcc-bandsEnergy()-33,48 	FALSE		FALSE 		fBodAc_bandsErgy_33.48		grvity (g)
342 		fBodyAcc-bandsEnergy()-49,64 	FALSE		FALSE 		fBodAc_bandsErgy_49.64		grvity (g)
343 		fBodyAcc-bandsEnergy()-1,24 	FALSE		FALSE 		fBodAc_bandsErgy_1.24		grvity (g)
344 		fBodyAcc-bandsEnergy()-25,48 	FALSE		FALSE 		fBodAc_bandsErgy_25.48		grvity (g)
345 		fBodyAccJerk-mean()-X  		TRUE		FALSE 		fBodAcJrk_mean_X		grvity (g)
346 		fBodyAccJerk-mean()-Y  		TRUE		FALSE 		fBodAcJrk_mean_Y		grvity (g)
347 		fBodyAccJerk-mean()-Z  		TRUE		FALSE 		fBodAcJrk_mean_Z		grvity (g)
348 		fBodyAccJerk-std()-X 	 	FALSE 		TRUE 		fBodAcJrk_std_X			grvity (g)
349 		fBodyAccJerk-std()-Y 	 	FALSE 		TRUE 		fBodAcJrk_std_Y			grvity (g)
350 		fBodyAccJerk-std()-Z 	 	FALSE 		TRUE 		fBodAcJrk_std_Z			grvity (g)

Orig_COL	Previous_Name			IsMeanVar	IsStdevVar	ShorterVariableName		Units
--------	--------------------------	---------	----------	----------------------		-------
351 		fBodyAccJerk-mad()-X 	 	FALSE		FALSE 		fBodAcJrk_mad_X			grvity (g)
352 		fBodyAccJerk-mad()-Y 	 	FALSE		FALSE 		fBodAcJrk_mad_Y			grvity (g)
353 		fBodyAccJerk-mad()-Z 	 	FALSE		FALSE 		fBodAcJrk_mad_Z			grvity (g)
354 		fBodyAccJerk-max()-X 	 	FALSE		FALSE 		fBodAcJrk_max_X			grvity (g)
355 		fBodyAccJerk-max()-Y 	 	FALSE		FALSE 		fBodAcJrk_max_Y			grvity (g)
356 		fBodyAccJerk-max()-Z 	 	FALSE		FALSE 		fBodAcJrk_max_Z			grvity (g)
357 		fBodyAccJerk-min()-X 	 	FALSE		FALSE 		fBodAcJrk_min_X			grvity (g)
358 		fBodyAccJerk-min()-Y 	 	FALSE		FALSE 		fBodAcJrk_min_Y			grvity (g)
359 		fBodyAccJerk-min()-Z 	 	FALSE		FALSE 		fBodAcJrk_min_Z			grvity (g)
360 		fBodyAccJerk-sma() 	 	FALSE		FALSE 		fBodAcJrk_sma			grvity (g)
361 		fBodyAccJerk-energy()-X 	FALSE		FALSE 		fBodAcJrk_ergy_X		grvity (g)
362 		fBodyAccJerk-energy()-Y 	FALSE		FALSE 		fBodAcJrk_ergy_Y		grvity (g)
363 		fBodyAccJerk-energy()-Z 	FALSE		FALSE 		fBodAcJrk_ergy_Z		grvity (g)
364 		fBodyAccJerk-iqr()-X 	 	FALSE		FALSE 		fBodAcJrk_iqr_X			grvity (g)
365 		fBodyAccJerk-iqr()-Y 	 	FALSE		FALSE 		fBodAcJrk_iqr_Y			grvity (g)
366 		fBodyAccJerk-iqr()-Z 	 	FALSE		FALSE 		fBodAcJrk_iqr_Z			grvity (g)
367 		fBodyAccJerk-entropy()-X 	FALSE		FALSE 		fBodAcJrk_entrpy_X		grvity (g)
368 		fBodyAccJerk-entropy()-Y 	FALSE		FALSE 		fBodAcJrk_entrpy_Y		grvity (g)
369 		fBodyAccJerk-entropy()-Z 	FALSE		FALSE 		fBodAcJrk_entrpy_Z		grvity (g)
370 		fBodyAccJerk-maxInds-X 	 	FALSE		FALSE 		fBodAcJrk_maxInds_X		grvity (g)
371 		fBodyAccJerk-maxInds-Y 	 	FALSE		FALSE 		fBodAcJrk_maxInds_Y		grvity (g)
372 		fBodyAccJerk-maxInds-Z 	 	FALSE		FALSE 		fBodAcJrk_maxInds_Z		grvity (g)
373 		fBodyAccJerk-meanFreq()-X  	TRUE		FALSE 		fBodAcJrk_meanFreq_X		grvity (g)
374 		fBodyAccJerk-meanFreq()-Y  	TRUE		FALSE 		fBodAcJrk_meanFreq_Y		grvity (g)
375 		fBodyAccJerk-meanFreq()-Z  	TRUE		FALSE 		fBodAcJrk_meanFreq_Z		grvity (g)
376 		fBodyAccJerk-skewness()-X 	FALSE		FALSE 		fBodAcJrk_skew_X		grvity (g)
377 		fBodyAccJerk-kurtosis()-X 	FALSE		FALSE 		fBodAcJrk_kurt_X		grvity (g)
378 		fBodyAccJerk-skewness()-Y 	FALSE		FALSE 		fBodAcJrk_skew_Y		grvity (g)
379 		fBodyAccJerk-kurtosis()-Y 	FALSE		FALSE 		fBodAcJrk_kurt_Y		grvity (g)
380 		fBodyAccJerk-skewness()-Z 	FALSE		FALSE 		fBodAcJrk_skew_Z		grvity (g)
381 		fBodyAccJerk-kurtosis()-Z 	 FALSE		FALSE 		fBodAcJrk_kurt_Z		grvity (g)
382 		fBodyAccJerk-bandsEnergy()-1,8 	 FALSE		FALSE 		fBodAcJrk_bandsErgy_1.8		grvity (g)
383 		fBodyAccJerk-bandsEnergy()-9,16  FALSE		FALSE 		fBodAcJrk_bandsErgy_9.16	grvity (g)
384 		fBodyAccJerk-bandsEnergy()-17,24 FALSE		FALSE 		fBodAcJrk_bandsErgy_17.24	grvity (g)
385 		fBodyAccJerk-bandsEnergy()-25,32 FALSE		FALSE 		fBodAcJrk_bandsErgy_25.32	grvity (g)
386 		fBodyAccJerk-bandsEnergy()-33,40 FALSE		FALSE 		fBodAcJrk_bandsErgy_33.40	grvity (g)
387 		fBodyAccJerk-bandsEnergy()-41,48 FALSE		FALSE 		fBodAcJrk_bandsErgy_41.48	grvity (g)
388 		fBodyAccJerk-bandsEnergy()-49,56 FALSE		FALSE 		fBodAcJrk_bandsErgy_49.56	grvity (g)
389 		fBodyAccJerk-bandsEnergy()-57,64 FALSE		FALSE 		fBodAcJrk_bandsErgy_57.64	grvity (g)
390 		fBodyAccJerk-bandsEnergy()-1,16  FALSE		FALSE 		fBodAcJrk_bandsErgy_1.16	grvity (g)
391 		fBodyAccJerk-bandsEnergy()-17,32 FALSE		FALSE 		fBodAcJrk_bandsErgy_17.32	grvity (g)
392 		fBodyAccJerk-bandsEnergy()-33,48 FALSE		FALSE 		fBodAcJrk_bandsErgy_33.48	grvity (g)
393 		fBodyAccJerk-bandsEnergy()-49,64 FALSE		FALSE 		fBodAcJrk_bandsErgy_49.64	grvity (g)
394 		fBodyAccJerk-bandsEnergy()-1,24  FALSE		FALSE 		fBodAcJrk_bandsErgy_1.24	grvity (g)
395 		fBodyAccJerk-bandsEnergy()-25,48 FALSE		FALSE 		fBodAcJrk_bandsErgy_25.48	grvity (g)
396 		fBodyAccJerk-bandsEnergy()-1,8 	 FALSE		FALSE 		fBodAcJrk_bandsErgy_1.8		grvity (g)
397 		fBodyAccJerk-bandsEnergy()-9,16  FALSE		FALSE 		fBodAcJrk_bandsErgy_9.16	grvity (g)
398 		fBodyAccJerk-bandsEnergy()-17,24 FALSE		FALSE 		fBodAcJrk_bandsErgy_17.24	grvity (g)
399 		fBodyAccJerk-bandsEnergy()-25,32 FALSE		FALSE 		fBodAcJrk_bandsErgy_25.32	grvity (g)
400 		fBodyAccJerk-bandsEnergy()-33,40 FALSE		FALSE 		fBodAcJrk_bandsErgy_33.40	grvity (g)

Orig_COL	Previous_Name			IsMeanVar	IsStdevVar	ShorterVariableName		Units
--------	--------------------------	---------	----------	----------------------		-------
401 		fBodyAccJerk-bandsEnergy()-41,48 FALSE		FALSE 		fBodAcJrk_bandsErgy_41.48	grvity (g)
402 		fBodyAccJerk-bandsEnergy()-49,56 FALSE		FALSE 		fBodAcJrk_bandsErgy_49.56	grvity (g)
403 		fBodyAccJerk-bandsEnergy()-57,64 FALSE		FALSE 		fBodAcJrk_bandsErgy_57.64	grvity (g)
404 		fBodyAccJerk-bandsEnergy()-1,16  FALSE		FALSE 		fBodAcJrk_bandsErgy_1.16	grvity (g)
405 		fBodyAccJerk-bandsEnergy()-17,32 FALSE		FALSE 		fBodAcJrk_bandsErgy_17.32	grvity (g)
406 		fBodyAccJerk-bandsEnergy()-33,48 FALSE		FALSE 		fBodAcJrk_bandsErgy_33.48	grvity (g)
407 		fBodyAccJerk-bandsEnergy()-49,64 FALSE		FALSE 		fBodAcJrk_bandsErgy_49.64	grvity (g)
408 		fBodyAccJerk-bandsEnergy()-1,24  FALSE		FALSE 		fBodAcJrk_bandsErgy_1.24	grvity (g)
409 		fBodyAccJerk-bandsEnergy()-25,48 FALSE		FALSE 		fBodAcJrk_bandsErgy_25.48	grvity (g)
410 		fBodyAccJerk-bandsEnergy()-1,8 	 FALSE		FALSE 		fBodAcJrk_bandsErgy_1.8		grvity (g)
411 		fBodyAccJerk-bandsEnergy()-9,16  FALSE		FALSE 		fBodAcJrk_bandsErgy_9.16	grvity (g)
412 		fBodyAccJerk-bandsEnergy()-17,24 FALSE		FALSE 		fBodAcJrk_bandsErgy_17.24	grvity (g)
413 		fBodyAccJerk-bandsEnergy()-25,32 FALSE		FALSE 		fBodAcJrk_bandsErgy_25.32	grvity (g)
414 		fBodyAccJerk-bandsEnergy()-33,40 FALSE		FALSE 		fBodAcJrk_bandsErgy_33.40	grvity (g)
415 		fBodyAccJerk-bandsEnergy()-41,48 FALSE		FALSE 		fBodAcJrk_bandsErgy_41.48	grvity (g)
416 		fBodyAccJerk-bandsEnergy()-49,56 FALSE		FALSE 		fBodAcJrk_bandsErgy_49.56	grvity (g)
417 		fBodyAccJerk-bandsEnergy()-57,64 FALSE		FALSE 		fBodAcJrk_bandsErgy_57.64	grvity (g)
418 		fBodyAccJerk-bandsEnergy()-1,16  FALSE		FALSE 		fBodAcJrk_bandsErgy_1.16	grvity (g)
419 		fBodyAccJerk-bandsEnergy()-17,32 FALSE		FALSE 		fBodAcJrk_bandsErgy_17.32	grvity (g)
420 		fBodyAccJerk-bandsEnergy()-33,48 FALSE		FALSE 		fBodAcJrk_bandsErgy_33.48	grvity (g)
421 		fBodyAccJerk-bandsEnergy()-49,64 FALSE		FALSE 		fBodAcJrk_bandsErgy_49.64	grvity (g)
422 		fBodyAccJerk-bandsEnergy()-1,24  FALSE		FALSE 		fBodAcJrk_bandsErgy_1.24	grvity (g)
423 		fBodyAccJerk-bandsEnergy()-25,48 FALSE		FALSE 		fBodAcJrk_bandsErgy_25.48	grvity (g)
424 		fBodyGyro-mean()-X  		TRUE		FALSE 		fBodGyro_mean_X			rad/sec
425 		fBodyGyro-mean()-Y  		TRUE		FALSE 		fBodGyro_mean_Y			rad/sec
426 		fBodyGyro-mean()-Z  		TRUE		FALSE 		fBodGyro_mean_Z			rad/sec
427 		fBodyGyro-std()-X 	 	FALSE 		TRUE 		fBodGyro_std_X			rad/sec
428 		fBodyGyro-std()-Y 	 	FALSE 		TRUE 		fBodGyro_std_Y			rad/sec
429 		fBodyGyro-std()-Z 	 	FALSE 		TRUE 		fBodGyro_std_Z			rad/sec
430 		fBodyGyro-mad()-X 	 	FALSE		FALSE 		fBodGyro_mad_X			rad/sec
431 		fBodyGyro-mad()-Y 	 	FALSE		FALSE 		fBodGyro_mad_Y			rad/sec
432 		fBodyGyro-mad()-Z 	 	FALSE		FALSE 		fBodGyro_mad_Z			rad/sec
433 		fBodyGyro-max()-X 	 	FALSE		FALSE 		fBodGyro_max_X			rad/sec
434 		fBodyGyro-max()-Y 	 	FALSE		FALSE 		fBodGyro_max_Y			rad/sec
435 		fBodyGyro-max()-Z 	 	FALSE		FALSE 		fBodGyro_max_Z			rad/sec
436 		fBodyGyro-min()-X 	 	FALSE		FALSE 		fBodGyro_min_X			rad/sec
437 		fBodyGyro-min()-Y 	 	FALSE		FALSE 		fBodGyro_min_Y			rad/sec
438 		fBodyGyro-min()-Z 	 	FALSE		FALSE 		fBodGyro_min_Z			rad/sec
439 		fBodyGyro-sma() 	 	FALSE		FALSE 		fBodGyro_sma			rad/sec
440 		fBodyGyro-energy()-X 	 	FALSE		FALSE 		fBodGyro_ergy_X			rad/sec
441 		fBodyGyro-energy()-Y 	 	FALSE		FALSE 		fBodGyro_ergy_Y			rad/sec
442 		fBodyGyro-energy()-Z 	 	FALSE		FALSE 		fBodGyro_ergy_Z			rad/sec
443 		fBodyGyro-iqr()-X 	 	FALSE		FALSE 		fBodGyro_iqr_X			rad/sec
444 		fBodyGyro-iqr()-Y 	 	FALSE		FALSE 		fBodGyro_iqr_Y			rad/sec
445 		fBodyGyro-iqr()-Z 	 	FALSE		FALSE 		fBodGyro_iqr_Z			rad/sec
446 		fBodyGyro-entropy()-X 	 	FALSE		FALSE 		fBodGyro_entrpy_X		rad/sec
447 		fBodyGyro-entropy()-Y 	 	FALSE		FALSE 		fBodGyro_entrpy_Y		rad/sec
448 		fBodyGyro-entropy()-Z 	 	FALSE		FALSE 		fBodGyro_entrpy_Z		rad/sec
449 		fBodyGyro-maxInds-X 	 	FALSE		FALSE 		fBodGyro_maxInds_X		rad/sec
450 		fBodyGyro-maxInds-Y 	 	FALSE		FALSE 		fBodGyro_maxInds_Y		rad/sec

Orig_COL	Previous_Name			IsMeanVar	IsStdevVar	ShorterVariableName		Units
--------	--------------------------	---------	----------	----------------------		-------
451 		fBodyGyro-maxInds-Z 	 	FALSE		FALSE 		fBodGyro_maxInds_Z		rad/sec
452 		fBodyGyro-meanFreq()-X  	TRUE		FALSE 		fBodGyro_meanFreq_X		rad/sec
453 		fBodyGyro-meanFreq()-Y  	TRUE		FALSE 		fBodGyro_meanFreq_Y		rad/sec
454 		fBodyGyro-meanFreq()-Z  	TRUE		FALSE 		fBodGyro_meanFreq_Z		rad/sec
455 		fBodyGyro-skewness()-X 	 	FALSE		FALSE 		fBodGyro_skew_X			rad/sec
456 		fBodyGyro-kurtosis()-X 	 	FALSE		FALSE 		fBodGyro_kurt_X			rad/sec
457 		fBodyGyro-skewness()-Y 	 	FALSE		FALSE 		fBodGyro_skew_Y			rad/sec
458 		fBodyGyro-kurtosis()-Y 	 	FALSE		FALSE 		fBodGyro_kurt_Y			rad/sec
459 		fBodyGyro-skewness()-Z 	 	FALSE		FALSE 		fBodGyro_skew_Z			rad/sec
460 		fBodyGyro-kurtosis()-Z 	 	FALSE		FALSE 		fBodGyro_kurt_Z			rad/sec
461 		fBodyGyro-bandsEnergy()-1,8 	FALSE		FALSE 		fBodGyro_bandsErgy_1.8		rad/sec
462 		fBodyGyro-bandsEnergy()-9,16 	FALSE		FALSE 		fBodGyro_bandsErgy_9.16		rad/sec
463 		fBodyGyro-bandsEnergy()-17,24 	FALSE		FALSE 		fBodGyro_bandsErgy_17.24	rad/sec
464 		fBodyGyro-bandsEnergy()-25,32 	FALSE		FALSE 		fBodGyro_bandsErgy_25.32	rad/sec
465 		fBodyGyro-bandsEnergy()-33,40 	FALSE		FALSE 		fBodGyro_bandsErgy_33.40	rad/sec
466 		fBodyGyro-bandsEnergy()-41,48 	FALSE		FALSE 		fBodGyro_bandsErgy_41.48	rad/sec
467 		fBodyGyro-bandsEnergy()-49,56 	FALSE		FALSE 		fBodGyro_bandsErgy_49.56	rad/sec
468 		fBodyGyro-bandsEnergy()-57,64 	FALSE		FALSE 		fBodGyro_bandsErgy_57.64	rad/sec
469 		fBodyGyro-bandsEnergy()-1,16 	FALSE		FALSE 		fBodGyro_bandsErgy_1.16		rad/sec
470 		fBodyGyro-bandsEnergy()-17,32 	FALSE		FALSE 		fBodGyro_bandsErgy_17.32	rad/sec
471 		fBodyGyro-bandsEnergy()-33,48 	FALSE		FALSE 		fBodGyro_bandsErgy_33.48	rad/sec
472 		fBodyGyro-bandsEnergy()-49,64 	FALSE		FALSE 		fBodGyro_bandsErgy_49.64	rad/sec
473 		fBodyGyro-bandsEnergy()-1,24 	FALSE		FALSE 		fBodGyro_bandsErgy_1.24		rad/sec
474 		fBodyGyro-bandsEnergy()-25,48 	FALSE		FALSE 		fBodGyro_bandsErgy_25.48	rad/sec
475 		fBodyGyro-bandsEnergy()-1,8 	FALSE		FALSE 		fBodGyro_bandsErgy_1.8		rad/sec
476 		fBodyGyro-bandsEnergy()-9,16 	FALSE		FALSE 		fBodGyro_bandsErgy_9.16		rad/sec
477 		fBodyGyro-bandsEnergy()-17,24 	FALSE		FALSE 		fBodGyro_bandsErgy_17.24	rad/sec
478 		fBodyGyro-bandsEnergy()-25,32 	FALSE		FALSE 		fBodGyro_bandsErgy_25.32	rad/sec
479 		fBodyGyro-bandsEnergy()-33,40 	FALSE		FALSE 		fBodGyro_bandsErgy_33.40	rad/sec
480 		fBodyGyro-bandsEnergy()-41,48 	FALSE		FALSE 		fBodGyro_bandsErgy_41.48	rad/sec
481 		fBodyGyro-bandsEnergy()-49,56 	FALSE		FALSE 		fBodGyro_bandsErgy_49.56	rad/sec
482 		fBodyGyro-bandsEnergy()-57,64 	FALSE		FALSE 		fBodGyro_bandsErgy_57.64	rad/sec
483 		fBodyGyro-bandsEnergy()-1,16 	FALSE		FALSE 		fBodGyro_bandsErgy_1.16		rad/sec
484 		fBodyGyro-bandsEnergy()-17,32 	FALSE		FALSE 		fBodGyro_bandsErgy_17.32	rad/sec
485 		fBodyGyro-bandsEnergy()-33,48 	FALSE		FALSE 		fBodGyro_bandsErgy_33.48	rad/sec
486 		fBodyGyro-bandsEnergy()-49,64 	FALSE		FALSE 		fBodGyro_bandsErgy_49.64	rad/sec
487 		fBodyGyro-bandsEnergy()-1,24 	FALSE		FALSE 		fBodGyro_bandsErgy_1.24		rad/sec
488 		fBodyGyro-bandsEnergy()-25,48 	FALSE		FALSE 		fBodGyro_bandsErgy_25.48	rad/sec
